Key,Source,Context,Max Line Width,English,Francais,German
gasCanDesc,items,Item,,ガソリンが入っています（gas can）。チェーンソー等、燃料で動くツールの動力や、ミニバイクの燃料になります。,,A can of gas. Can be used to fuel powered tools and vehicles. Crafted in lots of 100.
goldenrodSeed,items,Item,,ｱｷﾉｷﾘﾝｿｳの種,,Goldenrod Seed
goldenrodSeedDesc,items,Item,,秋の麒麟草（goldenrod）の種。土に植えると、アキノキリンソウ（黄金、黄色い花）が育ちます。,,Plant these seeds in fertile dirt to grow goldenrod flowers which can be harvested to make tea.
goldenRodTea,items,Item,,黄金ハーブティー,,Golden Rod Tea
goldenRodTeaDesc,items,Item,,黄金色のハーブティー（Golden rod tea）。喉を潤し、赤痢ステージ1状態を直せます。\nその黄金色は、かつてスペインが滅ぼした黄金の都インカ帝国を想起させるほど美しく輝いています。,,Got dysentery? This bottle of sweet goldenrod tea will cure it.
grainAlcohol,items,Item,,ｸﾞﾚｲﾝｱﾙｺｰﾙ,,Grain Alcohol
grainAlcoholDesc,items,Item,,グレインアルコール（grain Alcohol）。キャンプファイアにビーカーがあれば作れます。ｶﾞｿﾘﾝや救急キットの素材になります。,,Grain alcohol can be made in a beaker at a campfire. Useful for homemade gas and first aid kits. 
hubcap,items,Item,,ﾎｲｰﾙｷｬｯﾌﾟ,,Hub Cap
hubcapDesc,items,Item,,車のホイールキャップ（hubcap）。ウェイストランドのメカニックの手にかかれば、強力な地雷の材料になります。,,An old hubcap can be used as part of a recipe to make a homemade landmine. It's great to be a gearhead.
huntingKnife,items,Item,,ハンティングナイフ,,Hunting Knife
huntingKnifeDesc,items,Item,,ハンティングナイフ（hunting Knife）。ゾンビを刺し殺すのに効果的な他、死体から肉屋皮を削ぐのに適したツールとしても使えます。\n便利ですが、相手に挑発されても銃から持ちかえるべきではありません。,,Great for slashing zombies and gutting animals for meat.
ironFragment,items,Item,,鉄の破砕片,,Iron Fragments
ironFragmentDesc,items,Item,,鉄の破砕片（iron fragment）。フォージで溶解すれば鉄になる他、ラッパ銃の弾の材料になります。,,A core forging item that can also be used to craft blunderbuss ammo.
leather,items,Item,,なめし革,,Leather
leatherDesc,items,Item,,なめし革（Leather）は、衣類やクロスボウを含め、色々なクラフトの材料になります。perk購入かスキル本を読めば作成出来ます。,,Leather can be used to make a variety of things including clothing and crossbows once you've read the leather book.
leatherTanning,items,Item,,なめし革の作り方,,Leather Tanning
leatherTanningDesc,items,Item,,獣の皮(animal hide)から、なめし革(Leather)を作成する方法が記された本です。,,Learn how to craft leather from animal hide by reading this book you little smarty pants
machete,items,Item,,マチェーテ,,Machete
macheteDesc,items,Item,,マチェーテ（machete）。ゾンビの手足をブツ切りにする他、死体から肉と皮を剥ぐ繊細なツールとしても使えるサヴァイヴァルに適した至極の一振りです。,,Great for chopping zombie limbs off and gutting animals for meat.
mapleSeed,items,Item,,ﾒｰﾌﾟﾙの種,,Maple Seed
mapleSeedDesc,items,Item,,メープル（maple）の種。土に植えれば、メープルの木がだんだん育ちます。,,Plant these seeds in dirt to grow a tree.
masonJar,items,Item,,Empty Mason Jar,,Empty Mason Jar
nail,items,Item,,釘,,Nails
nailDesc,items,Item,,釘（nail）は家具や保管箱の材料になる他、ネイルガンの弾薬としても使えます。,,"Nails are used to build furniture, large storage crates and as ammo for the nail gun."
oil,items,Item,,オイル,,Oil
oilDesc,items,Item,,オイル（oil）。銃火器等の修理に必要な、修理キットの材料です。,,Oil is a key ingredient for crafting repair kits.
oilShale,items,Item,,ｵｲﾙｼｬｰﾚ,,Oil Shale
oilShaleDesc,items,Item,,ｵｲﾙｼｬｰﾚ（oil shale）。砂漠で見つけることが出来ます。キャンプファイアにビーカーがあれば、ｶﾞｿﾘﾝの素材になります。,,Oil shale can be found in the desert and crafted into gas in a beaker at the campfire.
painkillers,items,Item,,ペインキラー,,Painkillers
painkillersDesc,items,Item,,鎮痛剤（painkiller）。服用すると、ゆっくり体力を回復させます。少し喉が渇きます。,,Pain killers heal you slowly over time but will dehydrate you a little.
paper,items,Item,,紙,,Paper
paperDesc,items,Item,,紙（paper）は ショットガン弾薬やTNTなど、色々なものの材料になります。,,"Paper can be used with other ingredients to make shotgun ammo, blunderbuss ammo, TNT and more."
pineSeed,items,Item,,松ぼっくり,,Pine Seed
pineSeedDesc,items,Item,,松の木（pine）の種土に植えれば、松の木がだんだん育ちます。,,Plant these seeds in dirt to grow a tree.
potassiumNitratePowder,items,Item,,硝酸ｶﾘｳﾑ粉末,,Nitrate Powder
potassiumNitratePowderDesc,items,Item,,硝酸カリウム粉末（potassium nitrate powder）は、火薬の原料になる他、抗ウイルス薬の材料でもあります。,,Hey captain caveman! Nitrate can be used to make gunpowder and cave stalagmites are rich in it.
potatoSeed,items,Item,,ジャガイモの種,,Potato Seeds
potatoSeedDesc,items,Item,,耕した土に植えれば、ジャガイモに育ちます。今日よりも明日を想い、食べることは出来ません。,,Plant potato tubers - seeds in layman terms - in fertile dirt to grow potato plants.
radiator,items,Item,,真鍮製のラジエーター,,Brass Car Radiator
radiatorDesc,items,Item,,真鍮製（brass）のアイテムです。スクラップにしてフォージで溶解しましょう。\n多くの真鍮スクラップが手に入ります。,,Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource.
redTea,items,Item,,紅いハーブティー,,Red Tea
redTeaDesc,items,Item,,古代中華でも嗜まれたという神秘の紅いお茶（red tea）です。体感温度を下げ、満足度の高い喉の潤いを与えてくれます。\n赤痢ステージ1を治療します。,,"An ancient Chinese secret, red tea is known for its natural cooling, stamina and re-hydration effects."
repairKit,items,Item,,修理キット,,Repair Kit
repairKitDesc,items,Item,,修理キット（repair kit）。銃火器やチェーンソーなどのツール、車両の修理に使います。,,"Repair kits made from cloth, oil, duct tape and forged iron are used to repair guns, motorized tools, vehicles and more."
rocketDesc,items,Item,,ロケットランチャー用の弾(rocket)です。作成にはレシピ本を読んでいる必要があります。,,A rocket used as rocket launcher ammunition can be crafted at a forge once you've read the schematic.
rockSmall,items,Item,,小石,,Small Stone
rockSmallDesc,items,Item,,小石（small rock）。多くのレシピの材料になります。フォージで溶解すれば、石（stone）要素が貯まります。,,"Used in many recipes including stone axes, campfires & arrows. Can be thrown to distract zombies & are a core forging resource."
rottingFlesh,items,Item,,食べないほうがいい肉,,Rotting Flesh
rottingFleshDesc,items,Item,,食べられますが、そうしないことをオススメします。\nもし食べる場合でも、なんの肉か、どこの部位かは考えてはいけません。,,You can eat it but you probably should not.
scrapBrass,items,Item,,真鍮スクラップ,,Brass
scrapBrassDesc,items,Item,,フォージで溶解すれば、真鍮（brass）が貯まります。,,A core resource for forging that can be used to make ammo casings in the forge.
scrapIron,items,Item,,鉄スクラップ,,Iron
scrapIronDesc,items,Item,,フォージで溶解すれば、鉄（iron）が貯まります。,,"A core resource for crafting, forging, repairing & upgrading walls. Next to wood there's nothing more useful."
scrapLead,items,Item,,鉛スクラップ,,Lead
scrapLeadDesc,items,Item,,フォージで溶解すれば、鉛（lead）が貯まります。,,A core resource for forging can be used to make bullet tips and more in the forge.
scrapTungsten,items,Item,,タングステン,,Tungsten
shortMetalPipe,items,Item,,鉄パイプ,,Short Iron Pipe
shortMetalPipeDesc,items,Item,,短い鉄パイプ（short metal pipe）。色々なレシピで使われています。,,A rather ordinary short iron pipe. Can be used in a variety of recipes.
spring,items,Item,,スプリング,,Spring
springDesc,items,Item,,スプリング（spring）は家具や武器などのクラフトの素材になります。,,"Springs are great for making furniture, blunderbusses, vault doors, hatches and more."
tallow,items,Item,,精製油脂,,Tallow
tallowDesc,items,Item,,精製された油脂（tallow）。ロウソクなど色々なものの材料になります。,,"Tallow can be used for candles, torches and flaming arrows."
toolAndDieSet,items,Item,,工具箱セット,,Tool & Die Set
toolAndDieSetDesc,items,Item,,工具箱セット（tool and DIE set）。フォージにセットすれば、レシピが増えます。\nロケットランチャーを作れるレシピが開放されます。,,A tool used in the forge to unlock recipes.
torch,items,Item,,松明,,Torch
torchDesc,items,Item,,松明（torch）。灯りとして、武器として使用できます。candleより明るく光ります。街灯にもオススメです。,,This torch can be used as a light source or weapon with a chance to catch enemies on fire. Place with secondary action.
trophy,items,Item,,真鍮製のトロフィー,,Brass Trophy
trophy2,items,Item,,鉛製のトロフィー,,Lead Trophy
trophy2Desc,items,Item,,鉛製（lead）のアイテムです。スクラップにしてフォージで溶解しましょう。,,Lead objects can be scrapped into scrap lead in your backpack or smelted in a forge as a core resource.
trophy3,items,Item,,タングステントロフィー,,Tungsten Trophy
trophyDesc,items,Item,,真鍮（brass）製のアイテムです。スクラップにしてフォージで溶解しましょう。,,Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource.
turd,items,Item,,人間のうんこ,,A human turd
turdDesc,items,Item,,なぜこんなところにウンコ（human turd）が？\n極東には度胸試しに廃墟でウンコをするというヘイワな国があると聞いたことを思い出しました。,,A disgusting turd. Only pick up on the clean end. It can be thrown at your friends or to distract zombies.
woodenBow,items,Item,,木の弓,,Wooden Bow
woodenBowDesc,items,Item,,木製の弓（wooden bow）。音を立てずに遠距離から攻撃出来ます。動物・ゾンビを狩る時に役立ちます。\n矢が必要です。,,A wooden bow. Good for hunting and killing zombies. Uses arrows for ammunition. Hold reload to use alternate ammo.
yuccaFibers,items,Item,,草,,Plant Fibers
yuccaFibersDesc,items,Item,,草から得られた繊維（yucca fibers）は、草系のブロックを破壊すると手に入る素材で、その用途は多岐に渡ります。,,Plant fibers are a common resource acquired from destroying grass & small plants. Can be used to craft many things including clothing.
bucketWater,items,Item ,,水の入ったバケツ,,Bucket of Water
bucketWaterDesc,items,Item ,,バケツ（bucket）は水で満たされています。地面に撒けば、水場を作り、空のバケツになります。,,Water can be dumped into an enclosed structure or hole in the ground to store it.
ductTape,items,Item ,,ダクトテープ,,Duct Tape
ductTapeDesc,items,Item ,,ダクトテープ（duct Tape）は色々なものに役立ちます。マクダイバー本を読んでいれば、COOLな防具の材料にもなります。,,Duct tape is useful for making many things & according to Madmole MacDyver a must have resource for making the cooler stuff.
